Target Name,Other name,DR3,Planet ID,RA (deg),DEC (deg),dRA (mas/yr),dDEC (mas/yr),Epoch,J_mag,Number of Visits,IsAPlanet?,Period (days),P_sig,T_mid (BJD),T0_sig,T_dur (hours),T_obs (hours),T_tot (hours),VISDA Cadence,NIRDA Cadence,Priority,Program ID,Contact Person,Observational Constraints (if any),Comments,AUX Team Validated?
spec-57032-GAC079N41B3_sp14-222,,201207917764078080,,77.46,41.82951667,0.1039479139,-0.4322292783,J2000,15.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-GAC079N41B3_sp15-039,,195278148475672064,,80.11,42.39016164,0.8043878957,-0.2598521017,J2000,15.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57032-HD113736N444258V01_sp04-084,,773578070195483008,,174.56,44.20813635,-0.5876502894,-15.39617572,J2000,10.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp03-207,,203897666800368640,,68.98,41.28188144,0.381881839,-0.1181645218,J2000,15.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp07-136,,199942929634159360,,72.56,39.52944593,1.181663959,-2.133879015,J2000,14.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp08-057,,202850828653176704,,71.61,40.26937148,0.1570225925,-0.6315990791,J2000,14.85,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp08-095,,203252768873584512,,71.65,40.72076349,0.08589811339,-2.013893491,J2000,14.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp09-008,,203314169726152960,,71.19,40.91784636,0.5738933963,-0.1881682995,J2000,15.29,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp13-038,,200351295125780352,,73.03,41.00043214,-0.2476953425,-1.41454581,J2000,14.51,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp13-087,,200345350891272576,,72.65,40.78567902,0.3840410022,-1.308289197,J2000,14.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57033-GAC070N40B1_sp16-196,,204198417590524800,,68.08,42.22677017,-0.282941692,-0.6221097531,J2000,14.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD042718N363113V01_sp07-218,,173083750351978624,,68.49,34.5858464,-0.2780549817,-5.884998633,J2000,12.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD042718N363113V01_sp14-235,,177639881723073024,,64.12,36.95523491,2.031442806,-4.211098131,J2000,12.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp01-221,,3448579054717550848,,85.26,33.39196006,-0.1307878886,-3.147375758,J2000,11.27,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp06-050,,3454801534615144704,,87.47,35.37016863,1.948787507,-3.369853441,J2000,10.97,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp06-249,,3454789508706967296,,87.21,35.03817018,3.445603612,-3.313980232,J2000,10.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp07-224,,3454347367594873088,,87.08,33.58804425,-2.234610115,-1.4651438,J2000,10.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp07-241,,3448344068466322048,,86.65,33.32470321,0.8405307228,-1.352935819,J2000,12.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp08-011,,3455528960339050240,,86.43,35.04992536,1.482474031,-1.906233633,J2000,11.87,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp08-020,,3455438113192188544,,86.39,35.04575394,0.3833375281,-7.336577988,J2000,11.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp10-019,,183081609586291712,,83.13,35.44726108,0.5561169259,-1.834295302,J2000,13.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp10-107,,183077830015921408,,83.03,35.27508072,1.489615875,-3.202828102,J2000,11.21,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp10-223,,183101911891717376,,83.79,35.09843814,4.953945453,-5.610077401,J2000,12.11,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp10-234,,183076004650880512,,83.32,35.31555353,-0.2039293369,-5.577424739,J2000,11.8,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp11-121,,189729772283736576,,85.97,37.59719376,0.9339478523,-4.034159899,J2000,13.15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp12-095,,3456284324827033856,,86.64,37.03349732,1.106636333,-1.214809794,J2000,11.92,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD054156N353752V01_sp13-217,,3455232440094038656,,87.79,36.08804199,2.865021387,-3.657275424,J2000,12.07,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57035-HD133117N362849V01_sp08-106,,1471664741475242112,,203.85,35.22750229,-10.67995993,-4.047690002,J2000,10.82,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57042-EG030739N012421V01_sp11-077,,1.04042E+15,,46.64,2.937763773,10.68173408,11.44668911,J2000,11.45,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC082N33B1_sp08-115,,3448867573439389440,,83.18,32.88228094,0.7585219722,-1.623033625,J2000,14.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC082N33B1_sp10-100,,181102969691137664,,79.65,33.01460906,1.19223852,-2.822346351,J2000,14.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC082N33B1_sp11-187,,183327522233807616,,82.05,35.80360758,1.34776402,-2.552403487,J2000,14.13,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC082N33B1_sp14-042,,181993814628156928,,79.38,33.8449918,0.7615182448,-2.346241947,J2000,14.78,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC082N33B1_sp16-089,,183628612321432448,,80.09,35.02697804,-0.01292838417,-2.147408016,J2000,14.51,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC108N16B2_sp08-009,,3168121882174457984,,109.15,16.04339288,-0.7468916994,-3.266919113,J2000,14.39,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57043-GAC108N16B2_sp09-063,,3362024090627348864,,109.46,17.64970412,-1.238687416,-0.2401384696,J2000,14.62,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57044-HD020328N513905V01_sp05-149,,358543668009979648,,31.07,50.50544933,-2.001400359,-2.768802399,J2000,9.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57044-HD020328N513905V01_sp09-140,,359074285450599552,,32.95,51.88028266,2.886141409,-4.064231615,J2000,10.67,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57044-HD020328N513905V01_sp13-224,,454940738636802560,,34.02,51.88249365,-1.241930945,0.5499017239,J2000,13.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57051-HD020220N465033V01_sp09-134,,353423551596278784,,32.34,47.16971976,-3.660204453,0.003800959974,J2000,9.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp02-249,,202582307298898304,,77.74,44.32450747,-0.8218708902,-1.866416507,J2000,11.24,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp05-019,,208417759103705728,,79.15,44.61175841,-0.4937678718,-0.745215112,J2000,13.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp05-042,,208605088398459904,,78.51,44.81374296,-0.3196845066,-2.191031636,J2000,12.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp06-166,,208075256935357056,,82.31,45.19873699,0.5284103923,-1.705241561,J2000,12.91,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp08-118,,208490636108505856,,80.3,44.98326984,0.3692725327,-1.88287737,J2000,10.5,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD051641N455952V01_sp08-152,,208722770501115904,,79.84,45.23075922,1.057882795,-2.324029531,J2000,11.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57052-HD055352N504406V01_sp01-098,,210380456077220480,,88.37,48.60325136,1.623331812,-1.495948517,J2000,13.69,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD033800N423458V01_sp05-150,,237127175936415872,,54.68,41.37745654,2.684555644,-1.417213476,J2000,11.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD033800N423458V01_sp11-055,,244418862173511936,,55.02,44.34384987,-1.465357452,-1.018722199,J2000,12.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD033800N423458V01_sp15-213,,238591862864300928,,54.21,44.02830028,-1.203076442,-1.835056852,J2000,13.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD051927N580702V01_sp14-049,,283874729558246144,,75.63,58.42064104,0.787987988,-1.517766302,J2000,11.05,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD081645N072221V01_sp08-133,,3096854940075299712,,125.41,6.733637455,-0.5356654926,2.013523778,J2000,13.32,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57053-HD081645N072221V01_sp08-245,,3096919948700179328,,125.14,6.920613976,-1.03166642,-2.52965821,J2000,13.36,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp01-060,,205249134091868032,,73.36,43.26846455,1.275356241,-2.137429787,J2000,11.84,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp01-200,,202082884201219328,,74.91,42.90530943,-0.549629389,-1.856219194,J2000,10.37,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp04-088,,206191832174261120,,74.27,44.56977824,0.6293051479,-3.355513629,J2000,13.86,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp05-214,,206053083250213248,,72.88,43.75437771,1.469133167,-1.8047438,J2000,12.12,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp05-235,,206069369766192768,,72.95,43.96531613,0.8297075229,-2.496227889,J2000,12.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp06-170,,202645804094929536,,77.41,44.50032821,1.219519673,-2.718481499,J2000,13.27,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp08-128,,205566588012912896,,75.43,44.16284625,-0.9168762705,-2.368212991,J2000,12.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp10-028,,204789645610119296,,71.52,43.89552784,-3.174253918,-11.65219144,J2000,11.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp11-075,,255036021329982592,,74.53,46.94050943,-0.2233502361,-4.31539694,J2000,11.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD045554N450205V01_sp11-097,,254705274488307840,,73.68,46.75834412,0.867872402,-2.293239858,J2000,12.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57054-HD070345N471533V01_sp06-034,,977874133863917440,,108.29,47.18247012,3.680437964,-0.4670029854,J2000,11.51,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57055-HD044304N335546V01_sp03-065,,172256157397515520,,68.98,33.98751732,0.8032809922,-3.162811787,J2000,13.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57055-HD044304N335546V01_sp08-168,,161403634034532736,,71.26,33.18503981,0.308507651,-3.162223259,J2000,13.23,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57055-HD070402N511709V01_sp01-054,,979104869629374592,,105.3,49.51591899,2.324025879,-2.566469142,J2000,11.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-GAC076N26B1_sp06-207,,3420612632864724736,,78.43,25.59150609,0.6441170376,-1.07855177,J2000,14.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-HD060757N340949V01_sp05-204,,3450646956911661696,,91.21,32.69316056,-0.2875799009,-2.42267961,J2000,13.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-HD060757N340949V01_sp09-180,,3452282347315631360,,93.56,34.64025691,0.11573497,-0.8697940991,J2000,13.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-HD060757N340949V01_sp10-166,,3451479291511310080,,90.02,33.37415039,-0.07550842975,-2.915709045,J2000,13.76,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-HD060757N340949V01_sp15-243,,3453234451369612416,,91.13,35.10919279,0.09890384504,-2.678718295,J2000,12.39,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57059-HD082012S005433V01_sp15-024,,3077512228440068352,,125.01,0.135928107,-4.804458024,-3.731713485,J2000,11.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp02-172,,3372041363111885056,,99.74,20.29581915,-0.3749916133,-0.7572619457,J2000,13.92,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp05-130,,3377893616829615872,,102.11,20.63209661,1.659520863,-2.938472207,J2000,11.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp06-214,,3366195672104620544,,103.69,20.49201413,-0.524184089,-1.161985766,J2000,13.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp08-147,,3.36626E+18,,102.9,20.9370123,-2.248797604,-1.310812609,J2000,9.88,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp09-237,,3378413750251568512,,103.5,21.63620312,2.040977007,-4.18157697,J2000,12.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp10-090,,3378845381582754816,,99.66,21.05231826,-1.172803799,-1.315027167,J2000,13.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD064747N214129V01_sp12-092,,3380304433511921152,,103.05,23.10077467,-1.814273181,-0.1385113969,J2000,13.65,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD084534N043951V01_sp15-140,,582955228186903424,,131.44,5.680010646,-6.56266571,-3.076717907,J2000,9.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57060-HD120534N515552V_sp04-062,,1548960683784496128,,181.64,52.25217077,0.9404752366,-5.667559909,J2000,10.81,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57061-GAC069N20B1_sp05-215,,3410677342717896448,,68.78,19.41906424,0.7922282144,-3.880799383,J2000,15.25,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp05-062,,199146814497714944,,74.67,38.90851587,1.216646809,-2.320827262,J2000,15.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp06-077,,188472652536038784,,77.21,39.16927814,0.1630356046,-1.342771528,J2000,14.39,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp09-060,,200874422144801536,,76.31,40.87093431,0.4670389171,-1.820858372,J2000,14.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp10-005,,200132045635332352,,72.47,39.61810014,0.1001904672,-1.715828202,J2000,15.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp11-146,,201966271550317184,,74.63,42.09217016,-0.2907594319,-0.9240303624,J2000,14.59,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57062-GAC075N39B2_sp11-212,,201783443382081664,,75.37,41.95645502,0.02297829688,-1.637665496,J2000,15.04,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57064-GAC082N38B2_sp09-236,,189705617387154560,,84.35,38.33672778,0.1680396962,-2.506833668,J2000,14.1,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57064-GAC082N38B2_sp12-046,,191167933492769920,,84.31,40.19355968,0.708771043,-1.337420707,J2000,14.66,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp03-225,,183230593411140864,,83.43,36.13929935,0.702691651,-2.446552436,J2000,14.28,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp04-012,,183160843142490240,,83.81,35.8310851,1.272979773,-2.797985493,J2000,14.59,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp10-242,,183063910023354112,,82.65,35.26443747,0.8733255314,-0.3541992298,J2000,15.55,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp11-093,,189482790187022336,,84.11,37.21315895,0.8090395301,-1.457251737,J2000,15.38,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp12-020,,3456263678922122368,,86.4,36.99431432,0.5743432963,-2.159190896,J2000,14.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp14-051,,183307112549488640,,82.55,35.87098847,-0.01820601757,-1.798011673,J2000,14.48,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57071-GAC084N35B2_sp15-077,,189436958592907904,,83.77,36.68084311,0.4171638768,-1.139600178,J2000,14.87,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57076-GAC088N41B1_sp03-116,,192338604137541376,,87.5,41.838172,1.080691877,-2.634900887,J2000,14.29,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57076-GAC088N41B1_sp13-072,,960541574300232960,,92.07,41.34332863,0.228151418,-2.150749334,J2000,14.44,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57077-GAC094N39B1_sp06-020,,955624386501631360,,96.43,38.40445691,-0.8091469152,-1.072948954,J2000,14.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57077-GAC094N39B1_sp11-023,,960127092776565504,,93.74,41.47800117,-0.1843738043,-1.717999121,J2000,14.09,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57083-HD053813S011009V01_sp03-193,,3217569080442636544,,83.77,-1.401830334,-0.1199601303,0.2742904407,J2000,9.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57083-HD053813S011009V01_sp05-179,,3216970847333854592,,83.67,-1.957844338,4.802066567,-3.925582344,J2000,10.54,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp01-051,,3357491216504983040,,101.34,15.08430342,-0.9725071221,-0.2686074684,J2000,13.6,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp02-136,,3356023535983952384,,100.48,14.96485718,0.6474471121,0.4457939101,J2000,13.14,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp07-210,,3354514116975065344,,103.02,14.86674707,-0.5600605971,-1.08455743,J2000,12.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp09-239,,3358214282838095232,,103.01,16.83648641,-0.6922507683,-0.9162649575,J2000,13.01,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp12-104,,3364513969069000448,,103.73,18.16921037,-0.396941154,-1.267488008,J2000,13.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD064649N164620V01_sp15-077,,3359248201725736064,,101.15,17.87853006,0.1467119231,-0.9815945112,J2000,13.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD072132N260933V01_sp07-055,,869956036805551872,,111.9,24.61064918,2.967839923,-4.059241539,J2000,12.57,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57085-HD080326N370812V01_sp12-151,,908722896952098560,,122.6,38.40062741,2.885754365,-2.878487202,J2000,9.77,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57090-GAC090N18B1_sp02-150,,3349797452608779520,,88.92,17.17691309,0.9280464802,-1.554686628,J2000,14.06,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57090-HD084620N203659V01_sp03-210,,664869909609073664,,130.64,21.17883847,1.347400225,-5.581427414,J2000,12.09,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57097-GAC097N28B1_sp01-006,,3384279339845301504,,97.76,25.96632425,-0.01334179239,-1.751730925,J2000,14.52,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57097-GAC097N28B1_sp04-119,,3434088522253495808,,97.74,27.95124929,0.9946002251,-3.42169731,J2000,14.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57101-HD072740N220829V01_sp01-025,,864763288202727680,,112.17,19.89150755,0.9067220584,-5.681192377,J2000,11.03,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57106-HD082802N114223V01_sp06-246,,601643592965046016,,128.53,11.22996078,-1.911701392,-5.037981124,J2000,11.43,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57119-HD164142N011052V01_sp10-222,,4383673901264146304,,248.75,0.7832665665,0.06388473472,-3.19007282,J2000,11.53,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57133-HD174044N040903V01_sp03-232,,4377274335573929984,,263.9,3.62758888,-5.855662986,6.403169145,J2000,10.88,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57166-HD180717N064205V01_sp06-204,,4471659055109617408,,273.54,5.579197903,-1.741327538,-1.263240806,J2000,11.63,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57169-HD183419N294430V01_sp07-198,,4539381725771320448,,280.57,28.5724583,-0.301097044,-6.264331373,J2000,12.26,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57169-HD183419N294430V01_sp07-227,,4538937656209329280,,280.09,27.64961943,1.161824944,0.09904244651,J2000,12.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57278-GAC053N42B1_sp10-056,,240948940913917696,,50.56,42.06203172,0.5741693657,-0.9682104728,J2000,15.33,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57278-GAC053N42B1_sp16-191,,241472445889902080,,50.93,44.37930503,1.276795402,-0.114312005,J2000,14.61,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp01-164,,275113069297958272,,62.09,53.05615598,-0.5108841492,-1.397890488,J2000,13.16,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp04-055,,276305867608132224,,62.84,54.92799899,2.009959422,-1.760100687,J2000,10.93,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp05-050,,275908565958715776,,61.98,53.68130801,0.135860647,-1.733358934,J2000,12.72,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp05-231,,276130873464152832,,60.81,53.78817252,0.9173885246,-2.499643384,J2000,11.58,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp09-102,,276789687091059200,,63.35,56.06109879,0.8062288186,-1.572231637,J2000,13.72,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp12-211,,276610088734348160,,65.81,55.99061264,0.3377009611,-0.5329695444,J2000,13.99,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp13-193,,276603556084862336,,65.68,55.80340962,-0.8789258689,0.362296966,J2000,11.47,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp15-200,,468528159738094976,,61.85,55.56111716,-1.411707912,-0.7886890729,J2000,11.17,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57280-HD040922N544943V01_sp16-056,,468869386301802752,,60.55,56.41366445,1.286684851,-1.067637953,J2000,13.74,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57284-EG042426N022926V01_sp15-155,,3283347848906203520,,65.27,3.613360885,-0.2486765948,-6.118864733,J2000,13.15,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57291-HD043958N532822V01_sp03-086,,272177338886943104,,67.57,53.33969397,-0.08452040354,-0.3403936542,J2000,13.79,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57291-HD043958N532822V01_sp04-114,,272899786746766464,,70.7,53.10498879,3.411856001,-5.40314646,J2000,11.42,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
spec-57291-HD043958N532822V01_sp04-164,,273642674351866240,,69.47,53.54988618,1.261929079,-3.51016291,J2000,12.46,-1,,,,,,,,,,,3,ApStarSurvey,J. Rowe,,AP star,
